,Month,Overview,Titles,Year
435,02,"Due to political pressure from the American public, the Air Force has decided to allow two well-known reporters limited access to the most secretive base on the planet. But when one of the base’s “long-term visitors” exploits this unprecedented visit as a chance to liberate himself and his fellow alien captives, Area 51 turns from a secure government base to a horrifying destination of terror.",51,2011
436,05,"The story concerns the sighting of a UFO which appears to have crashed in the San Fernando Valley, after which massive interference with teleradio transmission brings FCC investigators into action. They, in turn, begin encountering reports from people of seeing what appears to be a man dressed in a bizarre outfit.",Phantom from Space,1953
437,08,"Decades after a meteorite destroys much of life on Earth, young survivor Ryan Murphy travels to a military base as a new recruit. However, Murphy is really an agent investigating strange occurrences at the base, which is ruled by the unforgiving Sgt. Bradley. As Murphy trains with his fellow recruits and secretly looks into the disappearance of a friend, he uncovers a shocking secret that may change the fate of humankind.",Absolution,1997
438,01,An alien bacterium resurrects the dead on Earth.,Evilution,2008
439,03,"Aliens kidnap two children and take them to another planet for the purpose of getting knowledge from their brains, but Gamera follows and tries to rescue them.",Gamera vs. Guiron,1969
440,07,An alien from Venus tries to take over the world with the help of a disillusioned human scientist.,It Conquered the World,1956
441,01,"On March 13th, 1997 one of the largest UFO sightings ever recorded took place across the southwestern United States...",Night Skies,2007
442,12,"A medieval alchemist (Klaus Kinski), knight (Harvey Keitel) and priest (Fernando Rey) mistake a flying-saucer alien for a dragon.",Star Knight,1985
443,03,"Bow hunting enthusiast Jack Hamberg, his eight-year old stepson Clint and former news cameraman Atticus Monroe are on a mission to make a deer hunting video. All that is needed to complete the video is a ""kill"". Jack and Atticus reluctantly decide to trespass onto a nearby property where there may be more abundant prey. Once inside the restricted area, they come upon some frightening realizations. The hunters have become the hunted.",The Hunt,2006
444,03,"In July 2010, a vacationing couple discovered something disturbing on a ranch in rural Texas. Armed with a home camcorder, they captured their experience on video.",Unaware,2013
445,01,"Captain Saxon, and agent for the top secret Omega agency, has been given the assignment of tracking down and either capturing or killing the crew members of a secret space mission who returned to Earth against orders. It seems that they were all infected with an alien parasite, and they were trying to bring its eggs back to Earth. The eggs were lost in an accident, and both Saxon and the astronauts are trying to locate them. What could the government want them for?",Dark Breed,1996
446,01,"A young woman is assigned to teach school in a secluded valley whose inhabitants appear stern, secretive and anti-pleasure. Following two children who disappear to play in the woods, she finds that this is actually a community of extraterrestrials with mild paranormal powers who are attempting to repress and deny their heritage for fear of arousing prejudice and hatred in their human neighbors. Based on a series of novels by the late Zenna Henderson.",The People,1972
447,10,"Benjamin Lathan's flight disappeared, twelve years later he returns. With the help of a mysterious beauty, he finds himself on an unlikely journey.",Returned,2015
448,08,"Just before bounty hunter Charile triggers his gun to destroy the last two Critter-eggs, he gets a message that it would be illegal to extinguish the race from the galaxy. He's sent a transporter where he puts the eggs - unfortunately the transporter takes him with it and then gets lost in space.",Critters 4,1992
449,09,"When an atomic war on Mars destroys the planet's women, it's up to Martian Princess Marcuzan and her right-hand man Dr. Nadir to travel to earth and kidnap women for new breeding stock. Landing in Puerto Rico, they shoot down a NASA space capsule manned by an android. With his electronic brain damaged, the android terrorizes the island while the Martians raid beaches and pool parties",Frankenstein Meets the Space Monster,1965
450,01,"Space Cop is the story of a cop from the future of space who travels back in time to the present and is teamed up with a cop from the past who is unfrozen in the present. Together, they must defeat evil aliens with a sinister plan. Out of time and out of place, these two unwitting heroes must work together to save the world from a group of renegade aliens and the re-animated brain of a mad scientist bent on global extinction.",Space Cop,2016
451,03,"At eleven years old Joe Norman is told by his dying father that he is an alien hiding on earth. Joe believes him. He grows up to be a die-hard fan-boy working in a comic shop. When he falls for down-to-earth Maria, a fellow sci-fi fan, he is inspired to lead a more normal social existence. Until intergalactic bounty hunters track Joe down at his new office and the couple soon learn the dangerous truth about who Joe really is.",Earthbound,2013
