,Month,Overview,Titles,Year
420,08,"Amanda, an employee at an upscale clothing store, is leading a relatively lonely and unremarkable life. All this changes when an alien that's been held a secret military installation excapes by taking over the body of one of the base employees. Amanda finds the fugitive alien and decides to help it hide from the government agents chasing it, a seemingly easy task, as the alien must change host bodies every few days. Will she be able to help her new companion make a clean getaway?",Amanda & The Alien,1995
421,08,"L.A. Marzulli continues with Dr. Leir's latest implant tests, and on to Texas where we probe into the Nephilim. The latest Torah Codes, as well as an exclusive interview with Jonathan Daniels from the Knesset, and finally -- what it is like to die and go to hell?",Watchers 4: On the Edge,2012
422,06,"Three guys find a space alien in the woods and attempt to sell it to a tabloid TV show, with disastrous results.",Beer Money,2001
423,11,"'Cropped' tells the story of a group of UFO enthusiasts on the hunt for proof of extraterrestrial existence at the site of one of rural Britain's mysterious crop circles. As events unfold and night falls, the group are forced to set their differences aside when the mystery of the crop circles is revealed.",Cropped,2015
424,01,"Toh Tae from Bangkok, aged 10, goes out to the countryside to stay with his relatives for his summer vacation. As they get near to his summer home they pass local villagers staring at a crop circle. They don't know what it is but Toh Tae does. Soon after staying in that area with his local friends who are all untrusted by the locals he thinks he finds something suspicious but at first no one believes them. Is it UFO's and Aliens?",WOW! U.F.O.,2005
425,04,"Horror, gag, entertainment by Keisuke Toyoshima of ""Heller master Shimizu Takashi ×"" ""Kaidan New Ear Bag Nobuhiro"" !! ""Kaidanui watching me ..."" and ""My alien"" are included.",Ghosts vs. Aliens,2002
426,09,"Dark, mysterious and sensual, Vampirella (Talisa Soto) is a princess from the Planet Drakulon.  Like all vampires, she needs blood to live, but she will not kill to get it - a synthetic substitute keeps her alive.  After journeying across space and time seeking vengeance for her father's brutal murder, she now finds herself on Earth, in Las Vegas, where her enemy Vlad (Roger Daltry) has disguised himself as a rock star.  In order to stop Vlad's doomsday plan for world domination, Vampirella must make a dangerous alliance with a group of hi-tech vampire hunters.  It's a race to stop the apocalypse of humanity and our fate is in the hands of the fiery, dangerous and beautiful Vampirella.",Vampirella,1996
427,10,"American soldiers, led by The Sarge, are stuck behind Nazi enemy lines. As they make their way across the Italian countryside, they come across an alien spaceship that has crash-landed in the woods. The alien pilot is dead, but one of the ship's passengers is on the loose. As the GIs hunt down the alien by splitting into smaller groups, they're not only tracked by the Nazis, but also a whole host of other aliens come to save their stranded party.",Zone Troopers,1985
428,11,"In the not-so-distant future, Captain Jordan Strider, a Special Forces Officer in the New World Alliance, is chosen for a top-secret mission. Sent to a desolate planet, Terra 219, to arrest possible traitors to the Alliance, Strider must survive with only a government issued experimental suit as protection. He quickly learns of a plan to end all humanity.",Battle Planet,2008
429,09,"A man is in bed reading Sci-Fi mags, and his wife seduces him. He then falls asleep, and the rest is his dream. He is from an alternate world, and disguises himself as an alien, then boards their ship, to keep them from attacking his planet. The captain is a woman, who has two lesbian encounters with her crew, and whips one of them for trying to have sex with our hero. All of the women are anxious to seduce our hero, as the other two men on the ship are not very exciting. Our hero forces a landing on an asetroid (actually the outskirts of Palmdale, California) and everyone runs around topless and has sex. He then blows up the alien ship in the worst special effects explosion.",Space Thing,1968
430,02,Sex is banned but lolita becomes a sexual rebel and broadcasts erotic adventures throughout the universe while satisfying her own forbidden fantasies.,Lolita 2000,1998
431,02,"After a Soviet space station crashes into a New York City subway tunnel, a species of venomous spiders is discovered, and soon they mutate to gigantic proportions and wreak havoc on the city.  Starring Patrick Muldoon, Christa Campbell, directed by Tibor Takacs. Originally called ""Spiders 3D"" but now simply ""Spiders""",Spiders,2013
432,02,"Jackie Ivers is a Los Angeles nurse who returns home to the small town of San Vicente to find that her friends and family have taken on bizarrely different personalities. Jackie notices that everyone who goes into the town's lake come out different. As the movie progresses, Jackie first-handedly witnesses what is happening to everyone around her as she is kidnapped by aliens from a parallel world which is the duplicate to Earth but is now polluted and the ozone layer gone. In order to survive, the aliens intend to take over Earth the entrance to the duplicate Earth called the vortex, which are located in major bodies of water, ponds, and lakes.",The Lake,1998
